movie_id,image_seq,angry,disgust,fear,happy,sad,surprise,neutral,dominant_emotion,gaze,blink,eye_offset,participant_id,elapsed_time,upload_time,distance
6539370c-256e-4ed2-9d00-1be1f051163f,59,2.31648,0.00122896,26.7746,2.46897,36.519,0.264371,31.6554,sad,1,0,-1.1667,e3bf129a-3df3-4016-86af-f5ca84cba0d1,60.0,2023-09-17 07:35:59,0.0
6539370c-256e-4ed2-9d00-1be1f051163f,64,0.0490051,8.08235e-05,98.9984,0.233058,0.540936,0.0416652,0.136861,fear,0,0,-26.2015,e3bf129a-3df3-4016-86af-f5ca84cba0d1,65.0,2023-09-17 07:35:59,0.0
6539370c-256e-4ed2-9d00-1be1f051163f,65,0.243981,0.000282408,91.6277,0.567923,7.28772,0.114832,0.157606,fear,1,0,-3.9603,e3bf129a-3df3-4016-86af-f5ca84cba0d1,66.0,2023-09-17 07:35:59,0.0
6539370c-256e-4ed2-9d00-1be1f051163f,66,0.672179,4.93613e-05,2.04817,0.250146,6.16094,0.00301505,90.8655,neutral,1,0,9.5235,e3bf129a-3df3-4016-86af-f5ca84cba0d1,67.0,2023-09-17 07:35:59,0.0
6539370c-256e-4ed2-9d00-1be1f051163f,67,0.204755,0.000356344,48.5769,0.104709,48.7204,5.94666e-05,2.39281,sad,0,0,28.681,e3bf129a-3df3-4016-86af-f5ca84cba0d1,68.0,2023-09-17 07:35:59,0.0
6539370c-256e-4ed2-9d00-1be1f051163f,68,0.675116,0.0148792,31.1127,63.1153,1.56097,3.19667,0.324366,happy,1,0,-1.859,e3bf129a-3df3-4016-86af-f5ca84cba0d1,69.0,2023-09-17 07:35:59,0.0
6539370c-256e-4ed2-9d00-1be1f051163f,69,2.45975,0.105322,93.6689,1.43179,1.92501,0.327281,0.0819494,fear,1,0,-2.5116,e3bf129a-3df3-4016-86af-f5ca84cba0d1,70.0,2023-09-17 07:35:59,0.0
6539370c-256e-4ed2-9d00-1be1f051163f,70,2.40999,0.0367786,65.3525,11.2736,4.89972,9.28934,6.73809,fear,1,0,-2.4678,e3bf129a-3df3-4016-86af-f5ca84cba0d1,71.0,2023-09-17 07:35:59,0.0
6539370c-256e-4ed2-9d00-1be1f051163f,71,0.419466,0.00297848,69.9393,0.44965,27.0371,0.00139287,2.1501,fear,1,0,-16.7003,e3bf129a-3df3-4016-86af-f5ca84cba0d1,72.0,2023-09-17 07:35:59,0.0
6539370c-256e-4ed2-9d00-1be1f051163f,72,2.79587,0.32466,80.5235,0.44966,13.886,1.4574,0.562913,fear,1,0,1.0045,e3bf129a-3df3-4016-86af-f5ca84cba0d1,73.0,2023-09-17 07:35:59,0.0
6539370c-256e-4ed2-9d00-1be1f051163f,73,4.88947,1.0454,38.3804,2.47601,48.951,0.00873368,4.24905,sad,1,0,-2.0071,e3bf129a-3df3-4016-86af-f5ca84cba0d1,74.0,2023-09-17 07:35:59,0.0
6539370c-256e-4ed2-9d00-1be1f051163f,74,1.09734,0.177557,34.5818,0.659317,63.2923,0.00696952,0.184714,sad,1,1,4.4779,e3bf129a-3df3-4016-86af-f5ca84cba0d1,75.0,2023-09-17 07:35:59,0.0
6539370c-256e-4ed2-9d00-1be1f051163f,75,1.8421,0.0103412,41.2404,0.00916296,52.7252,0.000108079,4.17275,sad,1,1,22.0306,e3bf129a-3df3-4016-86af-f5ca84cba0d1,76.0,2023-09-17 07:35:59,0.0
6539370c-256e-4ed2-9d00-1be1f051163f,76,0.429861,0.0022289,77.4166,0.0358115,21.2007,0.00207575,0.912739,fear,1,0,2.8147,e3bf129a-3df3-4016-86af-f5ca84cba0d1,77.0,2023-09-17 07:35:59,0.0
6539370c-256e-4ed2-9d00-1be1f051163f,77,14.5525,0.0300465,21.2764,0.0589239,36.5557,0.00430482,27.5221,sad,1,0,-14.6833,e3bf129a-3df3-4016-86af-f5ca84cba0d1,78.0,2023-09-17 07:35:59,0.0
6539370c-256e-4ed2-9d00-1be1f051163f,78,0.000218079,1.63218e-09,99.7502,0.000115046,0.000407538,0.24905,4.81038e-05,fear,0,0,-35.8043,e3bf129a-3df3-4016-86af-f5ca84cba0d1,79.0,2023-09-17 07:35:59,0.0
6539370c-256e-4ed2-9d00-1be1f051163f,80,4.02537,0.00225277,49.1026,0.457992,6.94912,0.0149597,39.4477,fear,1,0,-18.9723,e3bf129a-3df3-4016-86af-f5ca84cba0d1,81.0,2023-09-17 07:35:59,0.0
6539370c-256e-4ed2-9d00-1be1f051163f,83,0.747758,0.000268188,1.79803,0.185242,6.04016,0.042324,91.1862,neutral,1,0,0.0625,d851fe95-3ead-47c1-88aa-d6fc453f7021,84.0,2023-09-17 07:35:59,0.0
