movie_id,image_seq,angry,disgust,fear,happy,sad,surprise,neutral,dominant_emotion,gaze,blink,eye_offset,participant_id,elapsed_time,upload_time,distance
dfb0d746-609f-4dac-8e1d-c0325fb64394,17,0.0868319,0.00670937,2.87545,4.00144,5.78128,0.00731472,87.241,neutral,1,0,6.112,deb4a835-b82f-4f3d-b2c4-77c66eca7752,18.0,2023-09-17 07:44:51,0.0
dfb0d746-609f-4dac-8e1d-c0325fb64394,18,10.2274,0.0100256,8.9881,4.9798,1.09834,13.4329,61.2635,neutral,1,0,4.9096,deb4a835-b82f-4f3d-b2c4-77c66eca7752,19.0,2023-09-17 07:44:51,0.0
dfb0d746-609f-4dac-8e1d-c0325fb64394,19,2.50962,0.00274587,5.93461,4.71274,0.591531,27.1167,59.1321,neutral,1,0,-6.7279,deb4a835-b82f-4f3d-b2c4-77c66eca7752,20.0,2023-09-17 07:44:51,0.0
dfb0d746-609f-4dac-8e1d-c0325fb64394,20,2.40725,0.000850516,3.21628,0.259532,4.3108,0.153592,89.6517,neutral,1,0,-5.2786,deb4a835-b82f-4f3d-b2c4-77c66eca7752,21.0,2023-09-17 07:44:51,0.0
dfb0d746-609f-4dac-8e1d-c0325fb64394,21,10.4302,0.430317,31.3546,4.58966,2.16025,38.4394,12.5956,surprise,1,0,8.4274,deb4a835-b82f-4f3d-b2c4-77c66eca7752,22.0,2023-09-17 07:44:51,0.0
dfb0d746-609f-4dac-8e1d-c0325fb64394,22,1.30892,0.000136078,2.8345,0.0752918,2.61833,0.138919,93.0239,neutral,1,0,14.5793,deb4a835-b82f-4f3d-b2c4-77c66eca7752,23.0,2023-09-17 07:44:51,0.0
dfb0d746-609f-4dac-8e1d-c0325fb64394,23,0.0251085,2.52967e-06,0.0288062,0.551656,0.198019,0.013739,99.1827,neutral,1,1,17.8332,deb4a835-b82f-4f3d-b2c4-77c66eca7752,24.0,2023-09-17 07:44:51,0.0
dfb0d746-609f-4dac-8e1d-c0325fb64394,24,0.110408,4.41709e-05,0.795145,0.776964,0.41946,0.336656,97.5613,neutral,1,0,5.487,deb4a835-b82f-4f3d-b2c4-77c66eca7752,25.0,2023-09-17 07:44:51,0.0
dfb0d746-609f-4dac-8e1d-c0325fb64394,25,1.93662,0.00395622,13.0655,24.9615,0.314412,53.7484,5.96967,surprise,1,0,2.8251,deb4a835-b82f-4f3d-b2c4-77c66eca7752,26.0,2023-09-17 07:44:51,0.0
dfb0d746-609f-4dac-8e1d-c0325fb64394,26,1.35101,0.000343897,4.27727,0.0872878,6.59406,0.0746296,87.6154,neutral,1,0,21.1445,deb4a835-b82f-4f3d-b2c4-77c66eca7752,27.0,2023-09-17 07:44:51,0.0
dfb0d746-609f-4dac-8e1d-c0325fb64394,27,2.36911,0.0393331,0.572342,88.7689,1.38979,3.85348,3.00706,happy,1,0,8.9272,deb4a835-b82f-4f3d-b2c4-77c66eca7752,28.0,2023-09-17 07:44:51,0.0
dfb0d746-609f-4dac-8e1d-c0325fb64394,28,9.49487,0.176238,18.5185,0.609694,1.08502,69.5151,0.60064,surprise,1,0,11.5153,deb4a835-b82f-4f3d-b2c4-77c66eca7752,29.0,2023-09-17 07:44:51,0.0
dfb0d746-609f-4dac-8e1d-c0325fb64394,29,16.0341,0.00441028,22.6411,0.187913,14.014,0.66953,46.4488,neutral,1,0,23.8879,deb4a835-b82f-4f3d-b2c4-77c66eca7752,30.0,2023-09-17 07:44:51,0.0
dfb0d746-609f-4dac-8e1d-c0325fb64394,30,11.8633,0.0897512,5.5684,49.9758,12.1888,8.81416,11.4998,happy,1,0,0.1225,deb4a835-b82f-4f3d-b2c4-77c66eca7752,31.0,2023-09-17 07:44:51,0.0
dfb0d746-609f-4dac-8e1d-c0325fb64394,31,3.25365,0.0070104,32.3798,0.297231,0.44469,57.2207,6.39685,surprise,1,0,12.867,deb4a835-b82f-4f3d-b2c4-77c66eca7752,32.0,2023-09-17 07:44:51,0.0
dfb0d746-609f-4dac-8e1d-c0325fb64394,32,10.5432,0.232368,15.2315,12.528,2.83834,45.8136,12.813,surprise,1,0,9.8234,deb4a835-b82f-4f3d-b2c4-77c66eca7752,33.0,2023-09-17 07:44:51,0.0
dfb0d746-609f-4dac-8e1d-c0325fb64394,33,1.91437,0.00538041,2.68119,0.234118,8.41766,0.192768,86.5545,neutral,1,0,18.1425,deb4a835-b82f-4f3d-b2c4-77c66eca7752,34.0,2023-09-17 07:44:51,0.0
dfb0d746-609f-4dac-8e1d-c0325fb64394,34,0.82172,0.0631467,11.9316,65.5888,3.3729,3.38773,14.8342,happy,1,0,19.0434,deb4a835-b82f-4f3d-b2c4-77c66eca7752,35.0,2023-09-17 07:44:51,0.0
dfb0d746-609f-4dac-8e1d-c0325fb64394,35,6.32641,0.0271892,21.7227,17.0626,1.24863,24.2779,29.3345,neutral,1,0,10.9937,deb4a835-b82f-4f3d-b2c4-77c66eca7752,36.0,2023-09-17 07:44:51,0.0
dfb0d746-609f-4dac-8e1d-c0325fb64394,36,3.0284,0.0080472,62.7133,2.56438,0.650932,21.247,9.78799,fear,1,0,-0.3883,deb4a835-b82f-4f3d-b2c4-77c66eca7752,37.0,2023-09-17 07:44:51,0.0
dfb0d746-609f-4dac-8e1d-c0325fb64394,37,2.35621,0.000150666,60.9364,4.04483,8.84077,2.25427,21.5673,fear,1,0,0.6793,deb4a835-b82f-4f3d-b2c4-77c66eca7752,38.0,2023-09-17 07:44:51,0.0
dfb0d746-609f-4dac-8e1d-c0325fb64394,38,0.0677216,7.36856e-07,0.0728952,0.00706722,0.489972,0.00155789,99.3608,neutral,1,0,14.6831,deb4a835-b82f-4f3d-b2c4-77c66eca7752,39.0,2023-09-17 07:44:51,0.0
dfb0d746-609f-4dac-8e1d-c0325fb64394,39,0.427931,5.69574e-05,3.50328,0.702564,0.587601,2.96182,91.8167,neutral,1,0,14.0096,deb4a835-b82f-4f3d-b2c4-77c66eca7752,40.0,2023-09-17 07:44:51,0.0
dfb0d746-609f-4dac-8e1d-c0325fb64394,40,5.72811,0.0299685,20.4386,14.6887,0.927941,29.546,28.6406,surprise,1,0,14.3224,deb4a835-b82f-4f3d-b2c4-77c66eca7752,41.0,2023-09-17 07:44:51,0.0
dfb0d746-609f-4dac-8e1d-c0325fb64394,41,2.07582,0.00874498,3.76291,38.5054,4.0725,2.12861,49.4461,neutral,0,0,37.4006,deb4a835-b82f-4f3d-b2c4-77c66eca7752,42.0,2023-09-17 07:44:51,0.0
dfb0d746-609f-4dac-8e1d-c0325fb64394,42,6.7458,0.332852,24.178,9.07908,28.771,1.62066,29.2726,neutral,1,0,6.0737,deb4a835-b82f-4f3d-b2c4-77c66eca7752,43.0,2023-09-17 07:44:51,0.0
dfb0d746-609f-4dac-8e1d-c0325fb64394,43,15.3954,0.408855,52.8355,1.43416,5.73153,3.89795,20.2966,fear,1,0,3.4197,deb4a835-b82f-4f3d-b2c4-77c66eca7752,44.0,2023-09-17 07:44:51,0.0
dfb0d746-609f-4dac-8e1d-c0325fb64394,44,4.01278,0.0258196,24.8297,3.73047,3.41553,17.9756,46.0101,neutral,1,0,-5.6504,deb4a835-b82f-4f3d-b2c4-77c66eca7752,45.0,2023-09-17 07:44:51,0.0
dfb0d746-609f-4dac-8e1d-c0325fb64394,45,0.131049,0.000111348,1.00354,0.567143,0.8262,0.247318,97.2246,neutral,1,0,8.5463,deb4a835-b82f-4f3d-b2c4-77c66eca7752,46.0,2023-09-17 07:44:51,0.0
dfb0d746-609f-4dac-8e1d-c0325fb64394,46,6.79452,0.0544394,53.3219,0.69995,4.73551,3.4158,30.9779,fear,1,0,19.4405,deb4a835-b82f-4f3d-b2c4-77c66eca7752,47.0,2023-09-17 07:44:51,0.0
dfb0d746-609f-4dac-8e1d-c0325fb64394,47,0.761083,0.00021846,1.73328,0.211225,0.769874,0.563755,95.9606,neutral,1,0,8.2544,deb4a835-b82f-4f3d-b2c4-77c66eca7752,48.0,2023-09-17 07:44:51,0.0
dfb0d746-609f-4dac-8e1d-c0325fb64394,48,3.24934,0.000311997,5.98843,0.0478956,6.57484,0.0475011,84.0917,neutral,1,0,11.7335,deb4a835-b82f-4f3d-b2c4-77c66eca7752,49.0,2023-09-17 07:44:51,0.0
dfb0d746-609f-4dac-8e1d-c0325fb64394,49,0.102562,0.000946244,7.20508,2.01209,0.0548627,88.5704,2.05404,surprise,1,0,4.0034,deb4a835-b82f-4f3d-b2c4-77c66eca7752,50.0,2023-09-17 07:44:51,0.0
dfb0d746-609f-4dac-8e1d-c0325fb64394,50,0.298574,1.00675e-05,0.0160729,62.7487,0.661522,1.73465,34.5405,happy,1,0,3.5101,deb4a835-b82f-4f3d-b2c4-77c66eca7752,51.0,2023-09-17 07:44:51,0.0
dfb0d746-609f-4dac-8e1d-c0325fb64394,51,0.760234,9.25182e-05,6.15724,0.179583,11.1319,0.201399,81.5695,neutral,1,0,5.2182,deb4a835-b82f-4f3d-b2c4-77c66eca7752,52.0,2023-09-17 07:44:51,0.0
dfb0d746-609f-4dac-8e1d-c0325fb64394,52,1.65962,0.174367,30.0147,11.5341,2.82371,51.3048,2.48869,surprise,1,0,5.5628,deb4a835-b82f-4f3d-b2c4-77c66eca7752,53.0,2023-09-17 07:44:51,0.0
dfb0d746-609f-4dac-8e1d-c0325fb64394,53,1.54695,0.0333719,16.6787,2.97727,0.0930106,77.7012,0.969547,surprise,1,0,2.2014,deb4a835-b82f-4f3d-b2c4-77c66eca7752,54.0,2023-09-17 07:44:51,0.0
dfb0d746-609f-4dac-8e1d-c0325fb64394,54,2.23244,0.00227092,27.526,1.858,2.61056,5.53607,60.2346,neutral,1,0,16.0298,deb4a835-b82f-4f3d-b2c4-77c66eca7752,55.0,2023-09-17 07:44:51,0.0
dfb0d746-609f-4dac-8e1d-c0325fb64394,55,14.629,0.106838,54.8903,3.90634,8.09197,4.00949,14.3661,fear,1,0,14.3062,deb4a835-b82f-4f3d-b2c4-77c66eca7752,56.0,2023-09-17 07:44:51,0.0
dfb0d746-609f-4dac-8e1d-c0325fb64394,56,7.28118,0.63059,19.5762,49.5824,0.508178,20.2374,2.18402,happy,1,0,9.6673,deb4a835-b82f-4f3d-b2c4-77c66eca7752,57.0,2023-09-17 07:44:51,0.0
dfb0d746-609f-4dac-8e1d-c0325fb64394,57,3.23714,0.00432472,5.88827,3.97666,1.58258,4.01634,81.2947,neutral,1,0,14.6109,deb4a835-b82f-4f3d-b2c4-77c66eca7752,58.0,2023-09-17 07:44:51,0.0
dfb0d746-609f-4dac-8e1d-c0325fb64394,58,14.4404,0.14248,53.1841,0.56754,16.2797,1.12278,14.263,fear,1,0,6.7004,deb4a835-b82f-4f3d-b2c4-77c66eca7752,59.0,2023-09-17 07:44:51,0.0
dfb0d746-609f-4dac-8e1d-c0325fb64394,59,18.156,0.141312,23.4651,5.07012,0.445987,38.2458,14.4757,surprise,1,0,4.1588,deb4a835-b82f-4f3d-b2c4-77c66eca7752,60.0,2023-09-17 07:44:51,0.0
dfb0d746-609f-4dac-8e1d-c0325fb64394,60,8.47609,0.00753167,36.7634,0.477008,13.7817,2.38875,38.1055,neutral,0,0,26.1662,deb4a835-b82f-4f3d-b2c4-77c66eca7752,61.0,2023-09-17 07:44:51,0.0
dfb0d746-609f-4dac-8e1d-c0325fb64394,61,2.02711,0.34774,10.5827,69.6455,1.34182,13.2404,2.81474,happy,1,0,3.0593,deb4a835-b82f-4f3d-b2c4-77c66eca7752,62.0,2023-09-17 07:44:51,0.0
dfb0d746-609f-4dac-8e1d-c0325fb64394,62,1.07959,0.000166023,1.14699,0.471487,1.8898,0.133078,95.2789,neutral,0,1,29.0409,deb4a835-b82f-4f3d-b2c4-77c66eca7752,63.0,2023-09-17 07:44:51,0.0
dfb0d746-609f-4dac-8e1d-c0325fb64394,63,9.67488,0.307294,42.55,9.50503,6.7809,13.8168,17.3651,fear,1,0,12.9399,deb4a835-b82f-4f3d-b2c4-77c66eca7752,64.0,2023-09-17 07:44:51,0.0
dfb0d746-609f-4dac-8e1d-c0325fb64394,64,11.2727,0.0127733,47.57,0.374296,3.43519,6.37559,30.9595,fear,1,0,0.1861,deb4a835-b82f-4f3d-b2c4-77c66eca7752,65.0,2023-09-17 07:44:51,0.0
dfb0d746-609f-4dac-8e1d-c0325fb64394,65,0.828958,0.00411589,0.211849,98.3311,0.15518,0.282759,0.186039,happy,1,0,20.6598,deb4a835-b82f-4f3d-b2c4-77c66eca7752,66.0,2023-09-17 07:44:51,0.0
dfb0d746-609f-4dac-8e1d-c0325fb64394,66,0.0753484,1.65063e-06,0.0136087,11.001,0.404565,0.825961,87.6795,neutral,1,0,3.5873,deb4a835-b82f-4f3d-b2c4-77c66eca7752,67.0,2023-09-17 07:44:51,0.0
dfb0d746-609f-4dac-8e1d-c0325fb64394,67,9.33822,0.000358363,5.46027,0.0579106,17.6888,0.0173551,67.4371,neutral,1,0,11.2254,deb4a835-b82f-4f3d-b2c4-77c66eca7752,68.0,2023-09-17 07:44:51,0.0
dfb0d746-609f-4dac-8e1d-c0325fb64394,68,0.612282,8.65814e-05,1.93792,1.25209,0.272045,1.2335,94.6921,neutral,1,0,20.6885,deb4a835-b82f-4f3d-b2c4-77c66eca7752,69.0,2023-09-17 07:44:51,0.0
dfb0d746-609f-4dac-8e1d-c0325fb64394,69,2.43615,0.000549094,7.62796,0.121066,2.49288,0.129734,87.1917,neutral,1,0,15.4423,deb4a835-b82f-4f3d-b2c4-77c66eca7752,70.0,2023-09-17 07:44:51,0.0
dfb0d746-609f-4dac-8e1d-c0325fb64394,70,7.58085,0.0149582,2.14616,3.15088,7.21675,1.80763,78.0828,neutral,1,0,11.7793,deb4a835-b82f-4f3d-b2c4-77c66eca7752,71.0,2023-09-17 07:44:51,0.0
dfb0d746-609f-4dac-8e1d-c0325fb64394,71,15.3669,0.871451,76.3164,0.246649,1.56651,4.85647,0.775551,fear,1,0,1.4123,deb4a835-b82f-4f3d-b2c4-77c66eca7752,72.0,2023-09-17 07:44:51,0.0
dfb0d746-609f-4dac-8e1d-c0325fb64394,72,32.738,0.00397397,38.4599,0.233322,1.89678,16.2866,10.3815,fear,1,0,7.253,deb4a835-b82f-4f3d-b2c4-77c66eca7752,73.0,2023-09-17 07:44:51,0.0
dfb0d746-609f-4dac-8e1d-c0325fb64394,73,9.783,0.0761813,63.0262,3.7224,1.57207,7.38055,14.4396,fear,1,0,12.3622,deb4a835-b82f-4f3d-b2c4-77c66eca7752,74.0,2023-09-17 07:44:51,0.0
dfb0d746-609f-4dac-8e1d-c0325fb64394,74,5.66534,0.0136822,61.9995,1.2411,0.693772,23.4977,6.88891,fear,1,0,24.5944,deb4a835-b82f-4f3d-b2c4-77c66eca7752,75.0,2023-09-17 07:44:51,0.0
dfb0d746-609f-4dac-8e1d-c0325fb64394,75,7.42801,0.0569128,17.26,7.09165,0.437949,60.6668,7.05868,surprise,1,0,11.9869,deb4a835-b82f-4f3d-b2c4-77c66eca7752,76.0,2023-09-17 07:44:51,0.0
dfb0d746-609f-4dac-8e1d-c0325fb64394,76,0.236908,0.00065664,5.0117,11.7159,0.381527,47.7377,34.9156,surprise,1,0,14.0708,deb4a835-b82f-4f3d-b2c4-77c66eca7752,77.0,2023-09-17 07:44:51,0.0
dfb0d746-609f-4dac-8e1d-c0325fb64394,77,0.728392,0.00169385,4.10127,80.7364,0.376848,12.0592,1.99617,happy,1,0,10.9876,deb4a835-b82f-4f3d-b2c4-77c66eca7752,78.0,2023-09-17 07:44:51,0.0
dfb0d746-609f-4dac-8e1d-c0325fb64394,78,0.436274,0.000183266,1.33037,45.7062,13.5535,0.490816,38.4826,happy,1,0,10.9074,deb4a835-b82f-4f3d-b2c4-77c66eca7752,79.0,2023-09-17 07:44:51,0.0
dfb0d746-609f-4dac-8e1d-c0325fb64394,79,21.0152,0.0190062,59.4036,0.229773,4.47194,6.69098,8.16944,fear,1,0,10.5054,deb4a835-b82f-4f3d-b2c4-77c66eca7752,80.0,2023-09-17 07:44:51,0.0
dfb0d746-609f-4dac-8e1d-c0325fb64394,80,8.2237,0.0977706,30.6406,5.75648,6.21071,7.18606,41.8847,neutral,1,0,-1.7034,deb4a835-b82f-4f3d-b2c4-77c66eca7752,81.0,2023-09-17 07:44:51,0.0
dfb0d746-609f-4dac-8e1d-c0325fb64394,81,0.914185,0.00292914,1.14635,85.1692,1.39985,4.08289,7.28463,happy,1,0,8.3684,deb4a835-b82f-4f3d-b2c4-77c66eca7752,82.0,2023-09-17 07:44:51,0.0
dfb0d746-609f-4dac-8e1d-c0325fb64394,82,22.0439,1.58397,68.148,0.209441,6.219,0.920879,0.874805,fear,1,0,11.6914,deb4a835-b82f-4f3d-b2c4-77c66eca7752,83.0,2023-09-17 07:44:51,0.0
dfb0d746-609f-4dac-8e1d-c0325fb64394,83,18.1006,0.000822837,13.973,0.0690146,25.4795,0.307088,42.0699,neutral,1,0,10.2976,deb4a835-b82f-4f3d-b2c4-77c66eca7752,84.0,2023-09-17 07:44:51,0.0
dfb0d746-609f-4dac-8e1d-c0325fb64394,84,13.5975,0.108171,58.7523,0.924182,3.70117,16.283,6.63362,fear,1,0,16.5151,deb4a835-b82f-4f3d-b2c4-77c66eca7752,85.0,2023-09-17 07:44:51,0.0
dfb0d746-609f-4dac-8e1d-c0325fb64394,85,0.274298,1.13926e-05,0.954965,0.0544565,0.473382,0.0236665,98.2192,neutral,1,0,10.0342,deb4a835-b82f-4f3d-b2c4-77c66eca7752,86.0,2023-09-17 07:44:51,0.0
